"id","name","sub_title","preparation_method","nut_recommend","comment","minutes","meal_types","ingredients"
"226","גלידת קוקוס - מנגו","","במיקסר מקציפים שמנת על לקבלת קצף .\r\nמוסיפים את קרם הקוקוס (שימו לב- לא חלב או מי קוקוס) ומערבבים  עד לקבלת קצף יציב. \r\nמעבירים לתבנית בה ניתן להקפיא. \r\n(לא חובה) ניתן לקשט בשבבי קוקוס. \r\nמקפיאים למשך 6 שעות.  \r\nמגישים עם חתיכות מנגו טרי.\r\n","","","10","קינוחים","חלב ( פרה), מנגו, קוקוס"
"227","קישואים אפויים","","מחממים תנור ל 160 מעלות. \r\nבתבנית מסדרים קישואים חתוכים לפרוסות.\r\nמזלפים שמן זית, פירורי לחם,פרמזן, מלח ופלפל. \r\nמכסים ואופים למשך 30 דק\'. \r\nמוצאים את הכיסוי ואופים לעוד 5 דק\'. ","במנה יש 145 מ\"ג סידן!!\r\n","מנה חושבה לפי 170 גרם. ","45","תוספת","זית, חיטה, חלב ( פרה), פלפל, שחור, קישוא"
"228","קישואים אפויים","","מחממים תנור ל 160 מעלות. \r\nבתבנית מסדרים קישואים חתוכים לפרוסות.\r\nמזלפים שמן זית, פירורי לחם, מלח ופלפל. \r\nמכסים ואופים למשך 30 דק\'. \r\nמוצאים את הכיסוי ואופים לעוד 5 דק\'. ","","מנה חושבה לפי 160 גרם. ","45","תוספת","זית, חיטה, פלפל, שחור, קישוא"
"229","קישואים אפויים","","מחממים תנור ל 160 מעלות. \r\nבתבנית מסדרים קישואים חתוכים לפרוסות.\r\nמזלפים שמן זית, פירורי לחם, מלח ופלפל. \r\nמכסים ואופים למשך 30 דק\'. \r\nמוצאים את הכיסוי ואופים לעוד 5 דק\'. ","","מנה חושבה לפי 160 גרם","45","תוספת","זית, פלפל, שחור, קישוא, תירס, תירס מתוק"
"230","עוגיות חומוס ","מתכון מהיר לניחוח מושלם בבית וטעם נפלא בפה","מחממים תנור ל 180 מעלות.\r\nטוחנים את גרגירי החומוס\r\nמוסיפים את כל שאר המרכיבים. \r\nבעזרת כפית מגלגלים לכדורים קטנים ומשטחים על תבנית האפייה. \r\nאופים למשל 16-18 דק\' עד שהעוגיות פריכות.\r\nנותנים להם להתקרר - ובתאבון!","מומלץ להשתמש בממרח בוטנים ללא סוכר, קיים בעיקר בחנויות בריאות. \r\n2 עוגיות  חומוס מספקות כ 10% מצריכת הסיבים המומלצת לנשים עד גיל 50 ואפילו יותר לנשים מעל גיל 50. \r\nהעוגיות משביעות יותר בגלל אותה תכולת סיבים ומהוות תחליף לעוגיות פשוטות. \r\nטיפ משפחתי: הכינו את העוגיות ביחד עם הילדים, הסבירו להם מהו חומוס ומהי שיבולת שועל. למידה חוויתית נצרבת לנו בזיכרון. ","","10","נשנוש, קינוחים","בוטן, חומוס, תמר"
"231","כדורי תמרים ואגוזים","חלופה נפלאה לכדורי השוקולד המוכרים","מחממים בסיר תמרים, מים וסילאן.\r\nמערבבים היטב עד לקבלת מחית חלקה וללא גושים. \r\nמסירים מהאש מצננים עשר דקות ומוסיפים מייפל.\r\nבינתיים קולים במחבת את כל האגוזים על אש קטנה ותוך ערבוב. \r\nלאחר מכן חותכים אותם על קרש חיתוך, מוסיפים למחית התמרים. \r\nמחממים תנור ל 150 מעלות, בידיים רטובות מגלגלים את המחית לכדורים וטובלים בקוקוס. \r\nאופים 25 דק\' ומצננים.","מנה טבעונית, תחלופה לכדורי השוקולד המתוקים והעשירים בסוכר, עשירה בשומן ובהתאם לכך משביעה לאורך זמן. \r\n","","30","נשנוש, קינוחים","סירופ מייפל, פיסטוק, קוקוס, קשיו, תמר"
"232","מרק אפונה","מרק קל, מהיר וטעים","שוטפים ומנקים את האפונה. \r\nקוצצים גזר וכרפס לקוביות ומכניסים לסיר, מוסיפים שמן, שום (לא חובה) ואת האפונה הנקייה. \r\nממערבבים ומוסיפים מים (שימו לב שהמים צריכים לכסות את האפונה).\r\nמבשלים על אש נמוכה כשעה.\r\nכשהאפונה מתרככת מוסיפים תבלינים לפי טעם: מלח, פלפל וכו\'.\r\nניתן להגיש את המרק גם טחון (בעזרת מוט) במידה ואוהבים את המרקם.","מנת מרק מכילה כ 50% מקצובת החלבון והסיבים המומלצים לילדים בגילאי 4-8. \r\nטיפ משפחתי: מרק קטניות הוא ארוחת ערב מושלמת בימי החורף. \r\nתוספת מלח למנה תעלה את כמות הנתרן. בכפית מלח יש 2300 מ\"ג נתרן. כאשר הכמות המקסימלית הרצויה הינה 2400 מ\"ג נתרן ליום. מערבבים, טועמים ואז מחליטים אם להוסיף.\r\n","","15","ארוחת צהריים, ארוחת ערב, מרקים","אפונה, גזר, לפת צהובה, סלרי, כרפס, פלפל, שחור, שום"
"233","כרובית מעושנת בתנור","כרובית בניחוח מעושן ","מחממים תנור ל 200 מעלות. \r\nמנקים את ראש הכרובית מהעלים.\r\nמחלקים את הראש ל 4 חלקים. \r\nכל חלק חותכים ל 6-8 חתיכות קטנות. \r\nמסדרים על תבנית אפייה מרופדת בנייר אפייה. \r\nמפזרים על הכרובית שמן , מלח ופפריקה. \r\nאופים כ 20 דק\' עד שהכרובית קריספית ורכה (בודקים עם מזלג). \r\nמגישים חם!\r\n","כרובית, ממשפחת המצליבים, היא ירק עשיר בויטמין C. \r\nמנה 1 מהווה כ 100% מהקצובה היומית המומלצת לילדים בגילאי 4-8, 50% לילדים בגילאי 9-13 ובערך 30% למבוגרים מעל גיל 19. \r\nתוספת מלח שולחן למנה תעלה את כמות הנתרן. בכפית מלח יש 2300 מ\"ג נתרן. כאשר הכמות המקסימלית הרצויה הינה 2400 מ\"ג נתרן ליום.","","25","ארוחת צהריים, ארוחת ערב, נשנוש, תוספת","כרובית, לפת צהובה, פפריקה, תבלין"
"235","שקדים קלויים עם רוזמרין","נשנוש בניחוח קצת אחר","במחבת על אש בנונית מחממים שמן . \r\nמוסיפים את השקדים, רוזמרין, פלפל ומלח ומערבבים עד שכל השקדים מצופים בשמן. \r\nממשיכים לקלות את השקדים עד להשחמה (חשוב לערבב כל הזמן).\r\nמסירים מהאש.\r\nמפזרים על מגבת מטבח עד שהשקדים מתקררים לטמפ\' החדר. \r\nבתאבון!","המנה עשירה בחלבון, המהווה בערך 25% מצריכת החלבון המומלצת למבוגרים מעל גיל 19.\r\nהשקדים עשירים בויטמין E שנחשב לאנטיאוקסידנט (נוגד חימצון) ובכך מגן על תאי הגוף.\r\nהמנה גם עשירה בשומן צמחי חד בלתי רווי אשר ידוע בתכונת הורדת ה LDL ללא פגיעה ב HDL. \r\n\r\n","","20","נשנוש","פלפל, שחור, רוזמרין, שקד"
"236","בייבי גזר בתנור עם שום ","תוספת צד עסיסית","מחממים תנור ל 170 מעלות.\r\nבתבנית אפייה מרופדת בנייר מניחים את הגזרים (בשכבה 1). \r\nשופכים מעל לגזרים שמן , חומץ בלסמי, שום.\r\nמתבלים במלח ופלפל לפי הטעם. \r\nאופים במשך 40 גק\' עד שהגזרים קלוים. \r\nאפשר לקשט עם פטרוזיליה (לא חובה). ","מנת ירק שיכולה להוות תוספת חגיגית וצבעונית לצלחת האוכל. \r\nתוספת מלח למנה תעלה את כמות הנתרן. בכפית מלח יש 2300 מ\"ג נתרן. כאשר הכמות המקסימלית הרצויה הינה 2400 מ\"ג נתרן ליום. ","","45","ארוחת צהריים, ארוחת ערב, תוספת","גזר, ענב / צימוק, פטרוזיליה, פלפל, שחור, שום"
"237","קערת אורז שעועית וקייל ","","לחמם את השעועית במחבת בחום בינוני. \r\nלאדות את עלי הקייל .\r\nלערבב את הטחינה, הלימון והטימין עד שהמרקם דומה לזה של רוטב. \r\nלערבב את השעועית עם האורז.\r\nלשים את רוטב הטחינה על האורז והשעועית ולהוסיף את הקייל.\r\n","","","30","ארוחת צהריים, ארוחת ערב","אורז, כרוב עלים (קייל), כרוב מסולסל, לימון, סומסום, שעועית ירוקה"
"238","פודינג צ\'יה","","מוזגים מעט מן החלב לצנצנת\r\nמוסיפים 2 כפות זרעי צ\'יה\r\nמוזגים את יתר החלב\r\nמערבבים היטב, סוגרים את הצנצנת ומשקשקים. \r\nמכניסים למקרר ל-24 שעות  (כעבור 5-6 שעות מומלץ לשקשק את הצנצנת)\r\nפותחים את הצנצנת, מוסיפים פירות חתוכים ותוספות שאוהבים בהתאם לבדיקת אי סבילות","","חשוב לשמור את זרעי הצ\'יה במקפיא כדי שלא יתחמצנו.","10","ארוחת בוקר, ארוחת ערב, נשנוש","שקד"
"240","לחם תירס","","לחמם תנור ל-200 מעלות. \r\nלשמן מחבת עגולה בקוטר 20 ס\"מ.\r\nבקערה גדולה, לערבב את קמח התירס, אבקת אפייה וסודה לאפייה. לערבב הכל. \r\nבקערה נפרדת לערבב את הביצים, חמאה, יוגורט ודבש. לערבב היטב. \r\nליצור \"באר\" בקערת המרכיבים היבשים ולמזוג פנימה את המרכיבים הרטובים. לערבב היטב. התערובת תהיה סמיכה.\r\nלמזוג את כל התערובת למחבת המשומנת. לאפות במשך 20-30 דקות או עד שהלחם משחים בקצוות וקיסם שננעץ במרכז הלחם יוצא יבש.  \r\n","","","30","נשנוש, תוספת","ביצי תרנגולות (חלבון וחלמון), דבש (תערובת), חלבון הביצה, חלב, מבושל, חלב ( פרה), חלמון הביצה, תירס, תירס מתוק"
"241","ציזיקי באווירה יוונית","","מערבבים את כל המצרכים ביחד בערה ומגישים.\r\nניתן לשמור במקרר למשך 4 ימים. ","","","10","ארוחת בוקר, ארוחת צהריים, ארוחת ערב, נשנוש, תוספת","זית, חלב ( פרה), לימון, מלפפון, פלפל, שחור, שום, שמיר"
"242","ציזיקי באווירה יוונית","","מערבבים את כל המצרכים ביחד בערה ומגישים.\r\nניתן לשמור במקרר למשך 4 ימים. ","","","10","ארוחת בוקר, ארוחת צהריים, ארוחת ערב, נשנוש, תוספת","זית, לימון, מלפפון, עיזים: חלב וגבינה, פלפל, שחור, שום, שמיר"
"243","שרימפס פסטו פסטה","","מבשלים פסטה לפי הוראות יצרן.\r\nבמחבת מטגנים קלות את השום עם השמן זית ומוסיפים אספרגוס, מבשלים למשך 5 דק\'.. \r\nמוסיפים שרימפס, עגבניות ופסטו ומבשלים על להבה נמוכה עד שהשרימפס מוכן. \r\nמגישים בקערה פסטה ומעליה רוטב. \r\n\r\n ","","","25","ארוחת צהריים, ארוחת ערב","אורגנו, אספרגוס, זית, חיטה, עגבנייה, שום, שרימפס"
